Rank,NOC,Gold,Silver,Bronze,Total,Year,Total Score,Is Host,Yearly Total Score,Score_Rate
35,Brazil,0,0,1,1,1964,1,0,997,0.0010030090270812437
35,Ghana,0,0,1,1,1964,1,0,997,0.0010030090270812437
35,Ireland,0,0,1,1,1964,1,0,997,0.0010030090270812437
35,Kenya,0,0,1,1,1964,1,0,997,0.0010030090270812437
35,Mexico,0,0,1,1,1964,1,0,997,0.0010030090270812437
35,Nigeria,0,0,1,1,1964,1,0,997,0.0010030090270812437
35,Uruguay,0,0,1,1,1964,1,0,997,0.0010030090270812437
1,United States,45,28,34,107,1968,225,0,1045,0.215311004784689
2,Soviet Union,29,32,30,91,1968,181,0,1045,0.17320574162679425
3,Japan,11,7,7,25,1968,54,0,1045,0.05167464114832536
4,Hungary,10,10,12,32,1968,62,0,1045,0.05933014354066986
5,East Germany,9,9,7,25,1968,52,0,1045,0.049760765550239235
6,France,7,3,5,15,1968,32,0,1045,0.03062200956937799
7,Czechoslovakia,7,2,4,13,1968,29,0,1045,0.027751196172248804
8,West Germany,5,11,10,26,1968,47,0,1045,0.044976076555023926
9,Australia,5,7,5,17,1968,34,0,1045,0.03253588516746411
10,Great Britain,5,5,3,13,1968,28,0,1045,0.026794258373205742
11,Poland,5,2,11,18,1968,30,0,1045,0.028708133971291867
12,Romania,4,6,5,15,1968,29,0,1045,0.027751196172248804
13,Italy,3,4,9,16,1968,26,0,1045,0.024880382775119617
14,Kenya,3,4,2,9,1968,19,0,1045,0.01818181818181818
15,Mexico,3,3,3,9,1968,18,1,1045,0.01722488038277512
16,Yugoslavia,3,3,2,8,1968,17,0,1045,0.016267942583732056
17,Netherlands,3,3,1,7,1968,16,0,1045,0.015311004784688996
18,Bulgaria,2,4,3,9,1968,17,0,1045,0.016267942583732056
19,Iran,2,1,2,5,1968,10,0,1045,0.009569377990430622
20,Sweden,2,1,1,4,1968,9,0,1045,0.00861244019138756
21,Turkey,2,0,0,2,1968,6,0,1045,0.005741626794258373
22,Denmark,1,4,3,8,1968,14,0,1045,0.013397129186602871
23,Canada,1,3,1,5,1968,10,0,1045,0.009569377990430622
24,Finland,1,2,1,4,1968,8,0,1045,0.007655502392344498
25,Ethiopia,1,1,0,2,1968,5,0,1045,0.004784688995215311
25,Norway,1,1,0,2,1968,5,0,1045,0.004784688995215311
27,New Zealand,1,0,2,3,1968,5,0,1045,0.004784688995215311
28,Tunisia,1,0,1,2,1968,4,0,1045,0.003827751196172249
29,Pakistan,1,0,0,1,1968,3,0,1045,0.0028708133971291866
29,Venezuela,1,0,0,1,1968,3,0,1045,0.0028708133971291866
31,Cuba,0,4,0,4,1968,8,0,1045,0.007655502392344498
32,Austria,0,2,2,4,1968,6,0,1045,0.005741626794258373
33,Switzerland,0,1,4,5,1968,6,0,1045,0.005741626794258373
34,Mongolia,0,1,3,4,1968,5,0,1045,0.004784688995215311
35,Brazil,0,1,2,3,1968,4,0,1045,0.003827751196172249
36,Belgium,0,1,1,2,1968,3,0,1045,0.0028708133971291866
36,South Korea,0,1,1,2,1968,3,0,1045,0.0028708133971291866
36,Uganda,0,1,1,2,1968,3,0,1045,0.0028708133971291866
39,Cameroon,0,1,0,1,1968,2,0,1045,0.0019138755980861245
39,Jamaica,0,1,0,1,1968,2,0,1045,0.0019138755980861245
41,Argentina,0,0,2,2,1968,2,0,1045,0.0019138755980861245
42,Greece,0,0,1,1,1968,1,0,1045,0.0009569377990430622
42,India,0,0,1,1,1968,1,0,1045,0.0009569377990430622
42,Taiwan,0,0,1,1,1968,1,0,1045,0.0009569377990430622
1,Soviet Union,50,27,22,99,1972,226,0,1185,0.19071729957805908
2,United States,33,31,30,94,1972,191,0,1185,0.16118143459915613
3,East Germany,20,23,23,66,1972,129,0,1185,0.10886075949367088
4,West Germany,13,11,16,40,1972,77,1,1185,0.06497890295358649
5,Japan,13,8,8,29,1972,63,0,1185,0.053164556962025315
6,Australia,8,7,2,17,1972,40,0,1185,0.03375527426160337
7,Poland,7,5,9,21,1972,40,0,1185,0.03375527426160337
8,Hungary,6,13,16,35,1972,60,0,1185,0.05063291139240506
9,Bulgaria,6,10,5,21,1972,43,0,1185,0.036286919831223625
10,Italy,5,3,10,18,1972,31,0,1185,0.026160337552742614
11,Sweden,4,6,6,16,1972,30,0,1185,0.02531645569620253
12,Great Britain,4,5,9,18,1972,31,0,1185,0.026160337552742614
13,Romania,3,6,7,16,1972,28,0,1185,0.02362869198312236
14,Cuba,3,1,4,8,1972,15,0,1185,0.012658227848101266
14,Finland,3,1,4,8,1972,15,0,1185,0.012658227848101266
16,Netherlands,3,1,1,5,1972,12,0,1185,0.010126582278481013
17,France,2,4,7,13,1972,21,0,1185,0.017721518987341773
18,Czechoslovakia,2,4,2,8,1972,16,0,1185,0.01350210970464135
19,Kenya,2,3,4,9,1972,16,0,1185,0.01350210970464135
20,Yugoslavia,2,1,2,5,1972,10,0,1185,0.008438818565400843
21,Norway,2,1,1,4,1972,9,0,1185,0.007594936708860759
22,North Korea,1,1,3,5,1972,8,0,1185,0.006751054852320675
23,New Zealand,1,1,1,3,1972,6,0,1185,0.005063291139240506
24,Uganda,1,1,0,2,1972,5,0,1185,0.004219409282700422
25,Denmark,1,0,0,1,1972,3,0,1185,0.002531645569620253
26,Switzerland,0,3,0,3,1972,6,0,1185,0.005063291139240506
27,Canada,0,2,3,5,1972,7,0,1185,0.00590717299578059
28,Iran,0,2,1,3,1972,5,0,1185,0.004219409282700422
29,Belgium,0,2,0,2,1972,4,0,1185,0.0033755274261603376
29,Greece,0,2,0,2,1972,4,0,1185,0.0033755274261603376
31,Austria,0,1,2,3,1972,4,0,1185,0.0033755274261603376
31,Colombia,0,1,2,3,1972,4,0,1185,0.0033755274261603376
33,Argentina,0,1,0,1,1972,2,0,1185,0.0016877637130801688
33,Lebanon,0,1,0,1,1972,2,0,1185,0.0016877637130801688
33,Mexico,0,1,0,1,1972,2,0,1185,0.0016877637130801688
33,Mongolia,0,1,0,1,1972,2,0,1185,0.0016877637130801688
33,Pakistan,0,1,0,1,1972,2,0,1185,0.0016877637130801688
33,South Korea,0,1,0,1,1972,2,0,1185,0.0016877637130801688
33,Tunisia,0,1,0,1,1972,2,0,1185,0.0016877637130801688
33,Turkey,0,1,0,1,1972,2,0,1185,0.0016877637130801688
41,Brazil,0,0,2,2,1972,2,0,1185,0.0016877637130801688
41,Ethiopia,0,0,2,2,1972,2,0,1185,0.0016877637130801688
43,Ghana,0,0,1,1,1972,1,0,1185,0.0008438818565400844
43,India,0,0,1,1,1972,1,0,1185,0.0008438818565400844
43,Jamaica,0,0,1,1,1972,1,0,1185,0.0008438818565400844
43,Niger,0,0,1,1,1972,1,0,1185,0.0008438818565400844
43,Nigeria,0,0,1,1,1972,1,0,1185,0.0008438818565400844
43,Spain,0,0,1,1,1972,1,0,1185,0.0008438818565400844
1,Soviet Union,49,41,35,125,1976,264,0,1208,0.2185430463576159
2,East Germany,40,25,25,90,1976,195,0,1208,0.16142384105960264
3,United States,34,35,25,94,1976,197,0,1208,0.1630794701986755
4,West Germany,10,12,17,39,1976,71,0,1208,0.058774834437086095
5,Japan,9,6,10,25,1976,49,0,1208,0.04056291390728477
6,Poland,7,6,13,26,1976,46,0,1208,0.0380794701986755
7,Bulgaria,6,9,7,22,1976,43,0,1208,0.03559602649006623
8,Cuba,6,4,3,13,1976,29,0,1208,0.024006622516556293
9,Romania,4,9,14,27,1976,44,0,1208,0.03642384105960265
10,Hungary,4,5,13,22,1976,35,0,1208,0.028973509933774833
11,Finland,4,2,0,6,1976,16,0,1208,0.013245033112582781
12,Sweden,4,1,0,5,1976,14,0,1208,0.011589403973509934
13,Great Britain,3,5,5,13,1976,24,0,1208,0.019867549668874173
14,Italy,2,7,4,13,1976,24,0,1208,0.019867549668874173
15,France,2,3,4,9,1976,16,0,1208,0.013245033112582781
16,Yugoslavia,2,3,3,8,1976,15,0,1208,0.012417218543046357
17,Czechoslovakia,2,2,4,8,1976,14,0,1208,0.011589403973509934
18,New Zealand,2,1,1,4,1976,9,0,1208,0.0074503311258278145
19,South Korea,1,1,4,6,1976,9,0,1208,0.0074503311258278145
20,Switzerland,1,1,2,4,1976,7,0,1208,0.005794701986754967
21,Jamaica,1,1,0,2,1976,5,0,1208,0.0041390728476821195
21,North Korea,1,1,0,2,1976,5,0,1208,0.0041390728476821195
21,Norway,1,1,0,2,1976,5,0,1208,0.0041390728476821195
24,Denmark,1,0,2,3,1976,5,0,1208,0.0041390728476821195
25,Mexico,1,0,1,2,1976,4,0,1208,0.0033112582781456954
26,Trinidad and Tobago,1,0,0,1,1976,3,0,1208,0.0024834437086092716
27,Canada,0,5,6,11,1976,16,1,1208,0.013245033112582781
28,Belgium,0,3,3,6,1976,9,0,1208,0.0074503311258278145
29,Netherlands,0,2,3,5,1976,7,0,1208,0.005794701986754967
30,Portugal,0,2,0,2,1976,4,0,1208,0.0033112582781456954
30,Spain,0,2,0,2,1976,4,0,1208,0.0033112582781456954
32,Australia,0,1,4,5,1976,6,0,1208,0.004966887417218543
33,Iran,0,1,1,2,1976,3,0,1208,0.0024834437086092716
34,Mongolia,0,1,0,1,1976,2,0,1208,0.0016556291390728477
34,Venezuela,0,1,0,1,1976,2,0,1208,0.0016556291390728477
36,Brazil,0,0,2,2,1976,2,0,1208,0.0016556291390728477
37,Austria,0,0,1,1,1976,1,0,1208,0.0008278145695364238
37,Bermuda,0,0,1,1,1976,1,0,1208,0.0008278145695364238
37,Pakistan,0,0,1,1,1976,1,0,1208,0.0008278145695364238
37,Puerto Rico,0,0,1,1,1976,1,0,1208,0.0008278145695364238
37,Thailand,0,0,1,1,1976,1,0,1208,0.0008278145695364238
1,Soviet Union,80,69,46,195,1980,424,1,1243,0.3411102172164119
2,East Germany,47,37,42,126,1980,257,0,1243,0.2067578439259855
3,Bulgaria,8,16,17,41,1980,73,0,1243,0.058728881737731296
4,Cuba,8,7,5,20,1980,43,0,1243,0.03459372485921158
5,Italy,8,3,4,15,1980,34,0,1243,0.027353177795655673
6,Hungary,7,10,15,32,1980,56,0,1243,0.04505229283990346
7,Romania,6,6,13,25,1980,43,0,1243,0.03459372485921158
8,France,6,5,3,14,1980,31,0,1243,0.0249396621078037
9,Great Britain,5,7,9,21,1980,38,0,1243,0.030571198712791632
10,Poland,3,14,15,32,1980,52,0,1243,0.0418342719227675
11,Sweden,3,3,6,12,1980,21,0,1243,0.016894609814963796
12,Finland,3,1,4,8,1980,15,0,1243,0.012067578439259855
13,Czechoslovakia,2,3,9,14,1980,21,0,1243,0.016894609814963796
14,Yugoslavia,2,3,4,9,1980,16,0,1243,0.012872083668543845
15,Australia,2,2,5,9,1980,15,0,1243,0.012067578439259855
16,Denmark,2,1,2,5,1980,10,0,1243,0.008045052292839904
17,Brazil,2,0,2,4,1980,8,0,1243,0.006436041834271922
17,Ethiopia,2,0,2,4,1980,8,0,1243,0.006436041834271922
19,Switzerland,2,0,0,2,1980,6,0,1243,0.004827031375703942
20,Spain,1,3,2,6,1980,11,0,1243,0.008849557522123894
21,Austria,1,2,1,4,1980,8,0,1243,0.006436041834271922
22,Greece,1,0,2,3,1980,5,0,1243,0.004022526146419952
23,Belgium,1,0,0,1,1980,3,0,1243,0.002413515687851971
23,India,1,0,0,1,1980,3,0,1243,0.002413515687851971
23,Zimbabwe,1,0,0,1,1980,3,0,1243,0.002413515687851971
26,North Korea,0,3,2,5,1980,8,0,1243,0.006436041834271922
27,Mongolia,0,2,2,4,1980,6,0,1243,0.004827031375703942
28,Tanzania,0,2,0,2,1980,4,0,1243,0.003218020917135961
29,Mexico,0,1,3,4,1980,5,0,1243,0.004022526146419952
30,Netherlands,0,1,2,3,1980,4,0,1243,0.003218020917135961
31,Ireland,0,1,1,2,1980,3,0,1243,0.002413515687851971
32,Uganda,0,1,0,1,1980,2,0,1243,0.0016090104585679806
32,Venezuela,0,1,0,1,1980,2,0,1243,0.0016090104585679806
34,Jamaica,0,0,3,3,1980,3,0,1243,0.002413515687851971
35,Guyana,0,0,1,1,1980,1,0,1243,0.0008045052292839903
35,Lebanon,0,0,1,1,1980,1,0,1243,0.0008045052292839903
1,United States,83,61,30,174,1984,401,1,1359,0.29506990434142755
2,Romania,20,16,17,53,1984,109,0,1359,0.08020603384841796
3,West Germany,17,19,23,59,1984,112,0,1359,0.08241353936718175
4,China,15,8,9,32,1984,70,0,1359,0.051508462104488596
5,Italy,14,6,12,32,1984,66,0,1359,0.04856512141280353
6,Canada,10,18,16,44,1984,82,0,1359,0.06033848417954378
7,Japan,10,8,14,32,1984,60,0,1359,0.04415011037527594
8,New Zealand,8,1,2,11,1984,28,0,1359,0.020603384841795438
9,Yugoslavia,7,4,7,18,1984,36,0,1359,0.026490066225165563
10,South Korea,6,6,7,19,1984,37,0,1359,0.027225901398086828
11,Great Britain,5,11,21,37,1984,58,0,1359,0.042678440029433405
12,France,5,7,16,28,1984,45,0,1359,0.033112582781456956
13,Netherlands,5,2,6,13,1984,25,0,1359,0.01839587932303164
14,Australia,4,8,12,24,1984,40,0,1359,0.029433406916850625
15,Finland,4,2,6,12,1984,22,0,1359,0.016188373804267846
16,Sweden,2,11,6,19,1984,34,0,1359,0.025018395879323033
17,Mexico,2,3,1,6,1984,13,0,1359,0.009565857247976454
18,Morocco,2,0,0,2,1984,6,0,1359,0.004415011037527594
19,Brazil,1,5,2,8,1984,15,0,1359,0.011037527593818985
20,Spain,1,2,2,5,1984,9,0,1359,0.006622516556291391
21,Belgium,1,1,2,4,1984,7,0,1359,0.0051508462104488595
22,Austria,1,1,1,3,1984,6,0,1359,0.004415011037527594
23,Kenya,1,0,2,3,1984,5,0,1359,0.003679175864606328
23,Portugal,1,0,2,3,1984,5,0,1359,0.003679175864606328
25,Pakistan,1,0,0,1,1984,3,0,1359,0.002207505518763797
26,Switzerland,0,4,4,8,1984,12,0,1359,0.008830022075055188
27,Denmark,0,3,3,6,1984,9,0,1359,0.006622516556291391
28,Jamaica,0,1,2,3,1984,4,0,1359,0.0029433406916850625
28,Norway,0,1,2,3,1984,4,0,1359,0.0029433406916850625
30,Greece,0,1,1,2,1984,3,0,1359,0.002207505518763797
30,Nigeria,0,1,1,2,1984,3,0,1359,0.002207505518763797
30,Puerto Rico,0,1,1,2,1984,3,0,1359,0.002207505518763797
33,Colombia,0,1,0,1,1984,2,0,1359,0.0014716703458425313
33,Egypt,0,1,0,1,1984,2,0,1359,0.0014716703458425313
33,Ireland,0,1,0,1,1984,2,0,1359,0.0014716703458425313
33,Ivory Coast,0,1,0,1,1984,2,0,1359,0.0014716703458425313
33,Peru,0,1,0,1,1984,2,0,1359,0.0014716703458425313
33,Syria,0,1,0,1,1984,2,0,1359,0.0014716703458425313
33,Thailand,0,1,0,1,1984,2,0,1359,0.0014716703458425313
40,Turkey,0,0,3,3,1984,3,0,1359,0.002207505518763797
40,Venezuela,0,0,3,3,1984,3,0,1359,0.002207505518763797
42,Algeria,0,0,2,2,1984,2,0,1359,0.0014716703458425313
43,Cameroon,0,0,1,1,1984,1,0,1359,0.0007358351729212656
43,Chinese Taipei,0,0,1,1,1984,1,0,1359,0.0007358351729212656
43,Dominican Republic,0,0,1,1,1984,1,0,1359,0.0007358351729212656
43,Iceland,0,0,1,1,1984,1,0,1359,0.0007358351729212656
43,Zambia,0,0,1,1,1984,1,0,1359,0.0007358351729212656
1,Soviet Union,55,31,46,132,1988,273,0,1455,0.18762886597938144
2,East Germany,37,35,30,102,1988,211,0,1455,0.1450171821305842
3,United States,36,31,27,94,1988,197,0,1455,0.13539518900343642
4,South Korea,12,10,11,33,1988,67,1,1455,0.04604810996563574
5,West Germany,11,14,15,40,1988,76,0,1455,0.05223367697594502
6,Hungary,11,6,6,23,1988,51,0,1455,0.03505154639175258
7,Bulgaria,10,12,13,35,1988,67,0,1455,0.04604810996563574
8,Romania,7,11,6,24,1988,49,0,1455,0.03367697594501718
9,France,6,4,6,16,1988,32,0,1455,0.021993127147766325
10,Italy,6,4,4,14,1988,30,0,1455,0.020618556701030927
11,China,5,11,12,28,1988,49,0,1455,0.03367697594501718
12,Great Britain,5,10,9,24,1988,44,0,1455,0.030240549828178694
13,Kenya,5,2,2,9,1988,21,0,1455,0.01443298969072165
14,Japan,4,3,7,14,1988,25,0,1455,0.01718213058419244
15,Australia,3,6,5,14,1988,26,0,1455,0.017869415807560136
16,Yugoslavia,3,4,5,12,1988,22,0,1455,0.015120274914089347
17,Czechoslovakia,3,3,2,8,1988,17,0,1455,0.01168384879725086
18,New Zealand,3,2,8,13,1988,21,0,1455,0.01443298969072165
19,Canada,3,2,5,10,1988,18,0,1455,0.012371134020618556
20,Poland,2,5,9,16,1988,25,0,1455,0.01718213058419244
21,Norway,2,3,0,5,1988,12,0,1455,0.008247422680412371
22,Netherlands,2,2,5,9,1988,15,0,1455,0.010309278350515464
23,Denmark,2,1,1,4,1988,9,0,1455,0.006185567010309278
24,Brazil,1,2,3,6,1988,10,0,1455,0.006872852233676976
25,Finland,1,1,2,4,1988,7,0,1455,0.004810996563573883
25,Spain,1,1,2,4,1988,7,0,1455,0.004810996563573883
27,Turkey,1,1,0,2,1988,5,0,1455,0.003436426116838488
28,Morocco,1,0,2,3,1988,5,0,1455,0.003436426116838488
29,Austria,1,0,0,1,1988,3,0,1455,0.002061855670103093
29,Portugal,1,0,0,1,1988,3,0,1455,0.002061855670103093
29,Suriname,1,0,0,1,1988,3,0,1455,0.002061855670103093
32,Sweden,0,4,7,11,1988,15,0,1455,0.010309278350515464
33,Switzerland,0,2,2,4,1988,6,0,1455,0.004123711340206186
34,Jamaica,0,2,0,2,1988,4,0,1455,0.0027491408934707906
35,Argentina,0,1,1,2,1988,3,0,1455,0.002061855670103093
36,Chile,0,1,0,1,1988,2,0,1455,0.0013745704467353953
36,Costa Rica,0,1,0,1,1988,2,0,1455,0.0013745704467353953
36,Indonesia,0,1,0,1,1988,2,0,1455,0.0013745704467353953
36,Iran,0,1,0,1,1988,2,0,1455,0.0013745704467353953
36,Netherlands Antilles,0,1,0,1,1988,2,0,1455,0.0013745704467353953
36,Peru,0,1,0,1,1988,2,0,1455,0.0013745704467353953
36,Senegal,0,1,0,1,1988,2,0,1455,0.0013745704467353953
36,Virgin Islands,0,1,0,1,1988,2,0,1455,0.0013745704467353953
44,Belgium,0,0,2,2,1988,2,0,1455,0.0013745704467353953
44,Mexico,0,0,2,2,1988,2,0,1455,0.0013745704467353953
46,Colombia,0,0,1,1,1988,1,0,1455,0.0006872852233676976
46,Djibouti,0,0,1,1,1988,1,0,1455,0.0006872852233676976
46,Greece,0,0,1,1,1988,1,0,1455,0.0006872852233676976
46,Mongolia,0,0,1,1,1988,1,0,1455,0.0006872852233676976
46,Pakistan,0,0,1,1,1988,1,0,1455,0.0006872852233676976
46,Philippines,0,0,1,1,1988,1,0,1455,0.0006872852233676976
46,Thailand,0,0,1,1,1988,1,0,1455,0.0006872852233676976
1,Unified Team,45,38,29,112,1992,240,0,1592,0.1507537688442211
2,United States,37,34,37,108,1992,216,0,1592,0.135678391959799
3,Germany,33,21,28,82,1992,169,0,1592,0.10615577889447236
4,China,16,22,16,54,1992,108,0,1592,0.0678391959798995
5,Cuba,14,6,11,31,1992,65,0,1592,0.04082914572864322
6,Spain,13,7,2,22,1992,55,1,1592,0.034547738693467334
7,South Korea,12,5,12,29,1992,58,0,1592,0.0364321608040201
8,Hungary,11,12,7,30,1992,64,0,1592,0.04020100502512563
9,France,8,5,16,29,1992,50,0,1592,0.031407035175879394
10,Australia,7,9,11,27,1992,50,0,1592,0.031407035175879394
11,Canada,7,4,7,18,1992,36,0,1592,0.022613065326633167
12,Italy,6,5,8,19,1992,36,0,1592,0.022613065326633167
13,Great Britain,5,3,12,20,1992,33,0,1592,0.0207286432160804
14,Romania,4,6,8,18,1992,32,0,1592,0.020100502512562814
15,Czechoslovakia,4,2,1,7,1992,17,0,1592,0.010678391959798994
16,North Korea,4,0,5,9,1992,17,0,1592,0.010678391959798994
17,Japan,3,8,11,22,1992,36,0,1592,0.022613065326633167
18,Bulgaria,3,7,6,16,1992,29,0,1592,0.01821608040201005
19,Poland,3,6,10,19,1992,31,0,1592,0.019472361809045227
20,Netherlands,2,6,7,15,1992,25,0,1592,0.015703517587939697
21,Kenya,2,4,2,8,1992,16,0,1592,0.010050251256281407
22,Norway,2,4,1,7,1992,15,0,1592,0.009422110552763818
23,Turkey,2,2,2,6,1992,12,0,1592,0.007537688442211055
24,Indonesia,2,2,1,5,1992,11,0,1592,0.006909547738693468
25,Brazil,2,1,0,3,1992,8,0,1592,0.005025125628140704
26,Greece,2,0,0,2,1992,6,0,1592,0.0037688442211055275
27,Sweden,1,7,4,12,1992,21,0,1592,0.013190954773869347
28,New Zealand,1,4,5,10,1992,16,0,1592,0.010050251256281407
29,Finland,1,2,2,5,1992,9,0,1592,0.005653266331658292
30,Denmark,1,1,4,6,1992,9,0,1592,0.005653266331658292
31,Morocco,1,1,1,3,1992,6,0,1592,0.0037688442211055275
32,Ireland,1,1,0,2,1992,5,0,1592,0.00314070351758794
33,Ethiopia,1,0,2,3,1992,5,0,1592,0.00314070351758794
34,Algeria,1,0,1,2,1992,4,0,1592,0.002512562814070352
34,Estonia,1,0,1,2,1992,4,0,1592,0.002512562814070352
34,Lithuania,1,0,1,2,1992,4,0,1592,0.002512562814070352
37,Switzerland,1,0,0,1,1992,3,0,1592,0.0018844221105527637
38,Jamaica,0,3,1,4,1992,7,0,1592,0.0043969849246231155
38,Nigeria,0,3,1,4,1992,7,0,1592,0.0043969849246231155
40,Latvia,0,2,1,3,1992,5,0,1592,0.00314070351758794
41,Austria,0,2,0,2,1992,4,0,1592,0.002512562814070352
41,Namibia,0,2,0,2,1992,4,0,1592,0.002512562814070352
41,South Africa,0,2,0,2,1992,4,0,1592,0.002512562814070352
44,Belgium,0,1,2,3,1992,4,0,1592,0.002512562814070352
44,Croatia,0,1,2,3,1992,4,0,1592,0.002512562814070352
44,Independent Olympic Participants,0,1,2,3,1992,4,0,1592,0.002512562814070352
44,Iran,0,1,2,3,1992,4,0,1592,0.002512562814070352
48,Israel,0,1,1,2,1992,3,0,1592,0.0018844221105527637
49,Chinese Taipei,0,1,0,1,1992,2,0,1592,0.001256281407035176
49,Mexico,0,1,0,1,1992,2,0,1592,0.001256281407035176
49,Peru,0,1,0,1,1992,2,0,1592,0.001256281407035176
52,Mongolia,0,0,2,2,1992,2,0,1592,0.001256281407035176
52,Slovenia,0,0,2,2,1992,2,0,1592,0.001256281407035176
54,Argentina,0,0,1,1,1992,1,0,1592,0.000628140703517588
54,Bahamas,0,0,1,1,1992,1,0,1592,0.000628140703517588
54,Colombia,0,0,1,1,1992,1,0,1592,0.000628140703517588
54,Ghana,0,0,1,1,1992,1,0,1592,0.000628140703517588
54,Malaysia,0,0,1,1,1992,1,0,1592,0.000628140703517588
54,Pakistan,0,0,1,1,1992,1,0,1592,0.000628140703517588
54,Philippines,0,0,1,1,1992,1,0,1592,0.000628140703517588
54,Puerto Rico,0,0,1,1,1992,1,0,1592,0.000628140703517588
54,Qatar,0,0,1,1,1992,1,0,1592,0.000628140703517588
54,Suriname,0,0,1,1,1992,1,0,1592,0.000628140703517588
54,Thailand,0,0,1,1,1992,1,0,1592,0.000628140703517588
1,United States,44,32,25,101,1996,221,1,1657,0.13337356668678335
2,Russia,26,21,16,63,1996,136,0,1657,0.08207604103802052
3,Germany,20,18,27,65,1996,123,0,1657,0.07423053711526856
4,China,16,22,12,50,1996,104,0,1657,0.0627640313820157
5,France,15,7,15,37,1996,74,0,1657,0.04465902232951117
6,Italy,13,10,12,35,1996,71,0,1657,0.04284852142426071
7,Australia,9,9,23,41,1996,68,0,1657,0.04103802051901026
8,Cuba,9,8,8,25,1996,51,0,1657,0.030778515389257695
9,Ukraine,9,2,12,23,1996,43,0,1657,0.02595051297525649
10,South Korea,7,15,5,27,1996,56,0,1657,0.03379601689800845
11,Poland,7,5,5,17,1996,36,0,1657,0.02172601086300543
12,Hungary,7,4,10,21,1996,39,0,1657,0.023536511768255886
13,Spain,5,6,6,17,1996,33,0,1657,0.019915509957754977
14,Romania,4,7,9,20,1996,35,0,1657,0.02112251056125528
15,Netherlands,4,5,10,19,1996,32,0,1657,0.01931200965600483
16,Greece,4,4,0,8,1996,20,0,1657,0.012070006035003017
17,Czech Republic,4,3,4,11,1996,22,0,1657,0.013277006638503319
18,Switzerland,4,3,0,7,1996,18,0,1657,0.010863005431502716
19,Denmark,4,1,1,6,1996,15,0,1657,0.009052504526252263
19,Turkey,4,1,1,6,1996,15,0,1657,0.009052504526252263
21,Canada,3,11,8,22,1996,39,0,1657,0.023536511768255886
22,Bulgaria,3,7,5,15,1996,28,0,1657,0.016898008449004225
23,Japan,3,6,5,14,1996,26,0,1657,0.015691007845503924
24,Kazakhstan,3,4,4,11,1996,21,0,1657,0.012673506336753168
25,Brazil,3,3,9,15,1996,24,0,1657,0.01448400724200362
26,New Zealand,3,2,1,6,1996,14,0,1657,0.008449004224502113
27,South Africa,3,1,1,5,1996,12,0,1657,0.00724200362100181
28,Ireland,3,0,1,4,1996,10,0,1657,0.006035003017501509
29,Sweden,2,4,2,8,1996,16,0,1657,0.009656004828002414
30,Norway,2,2,3,7,1996,13,0,1657,0.007845503922751962
31,Belgium,2,2,2,6,1996,12,0,1657,0.00724200362100181
32,Nigeria,2,1,3,6,1996,11,0,1657,0.006638503319251659
33,North Korea,2,1,2,5,1996,10,0,1657,0.006035003017501509
34,Algeria,2,0,1,3,1996,7,0,1657,0.004224502112251056
34,Ethiopia,2,0,1,3,1996,7,0,1657,0.004224502112251056
36,Great Britain,1,8,6,15,1996,25,0,1657,0.015087507543753771
37,Belarus,1,6,8,15,1996,23,0,1657,0.01388050694025347
38,Kenya,1,4,3,8,1996,14,0,1657,0.008449004224502113
39,Jamaica,1,3,2,6,1996,11,0,1657,0.006638503319251659
40,Finland,1,2,1,4,1996,8,0,1657,0.004828002414001207
41,FR Yugoslavia,1,1,2,4,1996,7,0,1657,0.004224502112251056
41,Indonesia,1,1,2,4,1996,7,0,1657,0.004224502112251056
43,Iran,1,1,1,3,1996,6,0,1657,0.003621001810500905
43,Slovakia,1,1,1,3,1996,6,0,1657,0.003621001810500905
45,Armenia,1,1,0,2,1996,5,0,1657,0.0030175015087507543
45,Croatia,1,1,0,2,1996,5,0,1657,0.0030175015087507543
47,Portugal,1,0,1,2,1996,4,0,1657,0.0024140012070006035
47,Thailand,1,0,1,2,1996,4,0,1657,0.0024140012070006035
49,Burundi,1,0,0,1,1996,3,0,1657,0.0018105009052504525
49,Costa Rica,1,0,0,1,1996,3,0,1657,0.0018105009052504525
49,Ecuador,1,0,0,1,1996,3,0,1657,0.0018105009052504525
49,Hong Kong,1,0,0,1,1996,3,0,1657,0.0018105009052504525
49,Syria,1,0,0,1,1996,3,0,1657,0.0018105009052504525
54,Argentina,0,2,1,3,1996,5,0,1657,0.0030175015087507543
55,Namibia,0,2,0,2,1996,4,0,1657,0.0024140012070006035
55,Slovenia,0,2,0,2,1996,4,0,1657,0.0024140012070006035
57,Austria,0,1,2,3,1996,4,0,1657,0.0024140012070006035
58,Malaysia,0,1,1,2,1996,3,0,1657,0.0018105009052504525
58,Moldova,0,1,1,2,1996,3,0,1657,0.0018105009052504525
58,Uzbekistan,0,1,1,2,1996,3,0,1657,0.0018105009052504525
61,Azerbaijan,0,1,0,1,1996,2,0,1657,0.0012070006035003018
61,Bahamas,0,1,0,1,1996,2,0,1657,0.0012070006035003018
61,Chinese Taipei,0,1,0,1,1996,2,0,1657,0.0012070006035003018
61,Latvia,0,1,0,1,1996,2,0,1657,0.0012070006035003018
61,Philippines,0,1,0,1,1996,2,0,1657,0.0012070006035003018
