NOC,Event,MedalCount,GoldCount,TeamCount,PeopleCount,MedalYearCount,MedalYearRatio,MedalRatio,EncodedFeature
ERI,Men's Team Pursuit Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Military Rifle, Three Positions, 300 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's All-Around Championship,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Cycling Men's 5 mile,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Volleyball Men's Volleyball,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Gymnastics Women's Uneven Bars,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Canoeing Men's Kayak Doubles, 200 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Gymnastics Men's Individual All-Around,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Skeet Men,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Art Competitions Mixed Music,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Equestrianism Mixed Three-Day Event, Individual",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Weightlifting Men's Heavyweight II,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Gymnastics Men's Individual All-Around, 4 Events",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's Standing Triple Jump,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Dueling Pistol, 30 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Eight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Fencing Men's epee, Individual",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Art Competitions Mixed Literature, Dramatic Works",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Canoe Single,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Rowing Men's Lightweight Coxless Fours,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Lightweight Women's Double Sculls Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Wrestling Men's Bantamweight, Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Archery Men's Au Cordon Dore, 33 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's 56-pound Weight Throw,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Athletics Men's Cross-Country, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 4 x 100m Freestyle Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Basketball Women's Basketball,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's Decathlon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Boulder & Lead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Free Rifle, Prone, 300 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Free Pistol, 50 yards",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Synchronized Swimming Women's Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 67kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's Triple Jump,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Vault,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Trampolining Women's Individual,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Tennis Men's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 71kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Rowing Men's Coxed Fours, Inriggers",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Mixed Dinghy,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Art Competitions Mixed Music, Instrumental And Chamber",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Women's Air Pistol, 10 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Hockey Women's Hockey,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Rowing Women's Coxed Fours,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Air Rifle, 10 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 200m Breaststroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Doubles Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's Hammer Throw,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 3000m Steeplechase,0,0.0,1.0,1.0,0.0,0.0,0.0,0.00442813237364606
ERI,"Tennis Women's Singles, Covered Courts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Shooting Men's Double Trap,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Military Rifle, Standing, 300 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Canoe Single,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Wrestling Men's Middleweight, Greco-Roman",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Taekwondo Men's Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Combined,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Wrestling Women's Heavyweight, Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Women's Marathon,0,0.0,1.0,2.0,0.0,0.0,0.0,0.004507976888068171
ERI,"Canoeing Women's Kayak Singles, 200 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 64kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 92kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Super Heavy (+91kg),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Archery Men's Pole Archery, Small Birds, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Gymnastics Men's Individual All-Around, 5 Events",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Fencing Men's Sabre, Masters, Individual",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Jumping Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Cycling Men's 333 metres Time Trial,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Eventing Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Sabre Individual,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Dinghy,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Rowing Women's Coxless Pairs,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Canoeing Women's Kayak Doubles, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Mixed Multihull,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 87kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's Marathon,0,0.0,1.0,7.0,0.0,0.0,0.0,0.004946286427972679
ERI,Women's 200m Butterfly,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Canoeing Men's Folding Kayak Singles, 10 kilometres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Canoeing Men's Canadian Singles, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Individual Time Trial,0,0.0,1.0,2.0,0.0,0.0,0.0,0.004507976888068171
ERI,"Archery Men's Pole Archery, Large Birds, Individual",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Table Tennis Women's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Cycling Men's 1,000 metres Time Trial",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Rowing Men's Coxless Pairs,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 3000m Steeplechase,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Table Tennis Men's Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Judo Men's Half-Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Canoeing Men's Kayak Doubles, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Canoeing Women's Kayak Fours, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 54kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Trampolining Men's Individual,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Freestyle 57kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Equestrianism Mixed Jumping, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Canoeing Men's Kayak Doubles, 10,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Fencing Men's Foil, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Pole Vault,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Running Target, 10 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Athletics Men's Javelin Throw, Both Hands",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Fencing Men's Single Sticks, Individual",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Basque Pelota Men's Two-Man Teams With Cesta,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's High Jump,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Fencing Men's Foil, Individual",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Individual Stroke Play,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,10m Air Rifle Mixed Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Sailing Mixed 1-2 Ton,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Synchronised 3m Springboard Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Freestyle 62kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Sailing Mixed 20+ Ton,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Cycling Men's Team Pursuit, 4,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Kayak Double 500m,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Sailing Men's One Person Dinghy,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Men's 4 x 50 Yard Freestyle Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Women's 20 kilometres Walk,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Shooting Men's Skeet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Marathon,0,0.0,1.0,3.0,0.0,0.0,0.0,0.004587821402490311
ERI,Swimming Men's 100 metres Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Men's 10,000m",0,0.0,1.0,2.0,0.0,0.0,0.0,0.004507976888068171
ERI,"Weightlifting Men's Unlimited, Two Hands",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Diving Men's Springboard,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 200m Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 200m Individual Medley,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Water Polo Women's Water Polo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women -63 kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Wrestling Women's Light-Heavyweight, Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Women's 100 metres Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Athletics Men's 3,500 metres Walk",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Judo Women's Half-Middleweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Women's 4 x 400 metres Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Rowing Men's 17-Man Naval Rowing Boats,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Freestyle 57kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Fly (48-52kg),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Team Sprint Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Cycling Men's Team Pursuit, 1,980 yards",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Diving Men's Synchronized Platform,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Judo Women's Middleweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Boxing Men's Middleweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Four Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Sailing Women's Three Person Keelboat,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Men's 4 x 250 metres Freestyle Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Canoeing Men's Canadian Doubles, 10,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Greco-Roman 87kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men -80kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Hammer Throw,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 100m Hurdles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Weightlifting Women's Super-Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Gymnastics Men's Team All-Around, Free System",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 400m Individual Medley,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Figure Skating Men's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Equestrianism Mixed Dressage, Individual",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Women's 100 metres Butterfly,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 3m Springboard,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Trap Women,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Women's 200 metres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Single Sculls,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men +100 kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's 110 metres Hurdles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men -100 kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Gymnastics Men's Tumbling,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Team Sprint,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Speed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 10km,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Road Race,0,0.0,1.0,3.0,0.0,0.0,0.0,0.004587821402490311
ERI,Women's Kumite -61kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Trap, Double Shot, 14 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Equestrianism Men's Vaulting, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Athletics Men's 3,000 metres, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Canoeing Men's Canadian Doubles, 1,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Freestyle 68kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Sailing Mixed 0.5-1 Ton,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Women's 100 metres Breaststroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Art Competitions Mixed Sculpturing, Medals And Plaques",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's 100 metres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Athletics Men's 3,200 metres Steeplechase",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Swimming Men's 1,500 metres Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Archery Men's Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Kayak Double 1000m Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Mixed Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women -52 kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 4 x 400m Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Cycling Men's Team Sprint,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Free Rifle, Three Positions, 300 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 4 x 200m Freestyle Relay Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Sailing Mixed 40 metres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Kayak Cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men -73 kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 4 x 100m Medley Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Equestrianism Men's Jumping, Individual",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Swimming Men's 4,000 metres Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Football Women's Football,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Doubles Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Judo Women's Lightweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Men's 100 metres Freestyle For Sailors,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Quadruple Sculls Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Wrestling Women's Flyweight, Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Skiff,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Art Competitions Mixed Sculpturing, Medals And Reliefs",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Hockey Men's Hockey,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Women's 200 metres Butterfly,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Alpinism Mixed Alpinism,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Equestrianism Mixed Dressage, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Free Rifle, Standing, 300 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Mixed Doubles Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Diving Women's Plain High,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Épée Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Wrestling Men's Light-Heavyweight, Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's 4 x 100 metres Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Military Pistol, 25 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Men's 10 mile Walk,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Kayak Four 500m,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Archery Men's Target Archery, 28 metres, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Wrestling Men's Light-Flyweight, Greco-Roman",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Boxing Men's Lightweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Canoeing Men's Canadian Doubles, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Weightlifting Men's Super-Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Swimming Men's 1,000 metres Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Men's 100 yard Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Cycling Men's Road Race, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Diving Women's Platform,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Badminton Men's Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Golf Men's Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Windsurfer - RS:X,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Kayak Four 500m Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Archery Men's Au Chapelet, 50 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 100m Backstroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Freestyle 50kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 73kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Men's 4 x 100 metres Freestyle Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Women's Pole Vault,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Kayak Cross,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 4 x 200m Freestyle Relay Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Free Pistol, 50 yards, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Polo Men's Polo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 49kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Cycling Men's Sprint,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Kayak Four 500m,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Swimming Men's 1,200 metres Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Equestrianism Men's Dressage, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Handball Men's Handball,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Golf Men's Individual,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 100m,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Pair Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Diving Men's Synchronized Springboard,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Boxing Men's Featherweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Rings,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Men's 4 x 200 metres Freestyle Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Women's 200 metres Backstroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 4 x 100m Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Wrestling Men's Heavyweight, Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Fencing Women's epee, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Fencing Men's epee, Masters, Individual",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 4 x 100m Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Judo Women's Extra-Lightweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Athletics Men's 10,000 metres",1,0.0,1.0,6.0,1.0,0.0416666666666666,0.0138888888888888,0.021460587532506764
ERI,Sailing Mixed 10 metres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Cycling Men's Tandem Sprint, 2,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Racquets Men's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Shooting Men's Free Pistol, 50 metres, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Kayak Double 500m Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Athletics Women's Discus Throw,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Freestyle 53kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's Kumite -75kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's Kumite -55kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Men's 81kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Women's 10m Platform,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Swimming Women's 200 metres Breaststroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,"Art Competitions Mixed Painting, Drawings And Water Colors",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
