Year,Total_Score,Rolling_Mean,Rolling_Std,Threshold,Performance_Spike,NOC,Sport
2024,0,0.0,0.0,0.0,False,BUL,Artistic Gymnastics
1924,0,,0.0,,False,BUL,Athletics
1936,0,0.0,0.0,0.0,False,BUL,Athletics
1952,0,0.0,0.0,0.0,False,BUL,Athletics
1960,0,0.0,0.0,0.0,False,BUL,Athletics
1964,0,0.0,0.0,0.0,False,BUL,Athletics
1968,0,0.0,0.0,0.0,False,BUL,Athletics
1972,6,1.2,2.6832815729997477,5.2249223594996215,True,BUL,Athletics
1976,8,2.8,3.8987177379235853,8.648076606885379,True,BUL,Athletics
1980,3,3.4,3.5777087639996634,8.766563145999495,False,BUL,Athletics
1988,9,5.2,3.7013511046643495,10.752026656996524,False,BUL,Athletics
1992,3,5.8,2.7748873851023212,9.96233107765348,False,BUL,Athletics
1996,3,5.2,3.03315017762062,9.74972526643093,False,BUL,Athletics
2000,3,4.2,2.6832815729997472,8.224922359499622,False,BUL,Athletics
2004,0,3.6,3.2863353450309964,8.529503017546494,False,BUL,Athletics
2008,0,1.8,1.6431676725154973,4.264751508773246,False,BUL,Athletics
2012,0,1.2,1.6431676725154973,3.6647515087732456,False,BUL,Athletics
2016,2,1.0,1.4142135623730938,3.1213203435596406,False,BUL,Athletics
2020,0,0.4,0.8944271909999141,1.7416407864998713,False,BUL,Athletics
2024,0,0.4,0.8944271909999141,1.7416407864998713,False,BUL,Athletics
1992,0,,0.0,,False,BUL,Badminton
1996,0,0.0,0.0,0.0,False,BUL,Badminton
2000,0,0.0,0.0,0.0,False,BUL,Badminton
2004,0,0.0,0.0,0.0,False,BUL,Badminton
2008,0,0.0,0.0,0.0,False,BUL,Badminton
2012,0,0.0,0.0,0.0,False,BUL,Badminton
2016,0,0.0,0.0,0.0,False,BUL,Badminton
2020,0,0.0,0.0,0.0,False,BUL,Badminton
2024,0,0.0,0.0,0.0,False,BUL,Badminton
1952,0,,0.0,,False,BUL,Basketball
1956,0,0.0,0.0,0.0,False,BUL,Basketball
1960,0,0.0,0.0,0.0,False,BUL,Basketball
1968,0,0.0,0.0,0.0,False,BUL,Basketball
1976,12,2.4,5.366563145999495,10.449844718999243,True,BUL,Basketball
1980,24,7.2,10.73312629199899,23.299689437998484,True,BUL,Basketball
1988,0,7.2,10.73312629199899,23.299689437998484,False,BUL,Basketball
2000,0,,0.0,,False,BUL,Beach Volleyball
2004,0,0.0,0.0,0.0,False,BUL,Beach Volleyball
1952,1,,0.0,,False,BUL,Boxing
1956,0,0.5,0.7071067811865476,1.5606601717798214,False,BUL,Boxing
1960,0,0.3333333333333333,0.5773502691896258,1.199358737117772,False,BUL,Boxing
1964,1,0.5,0.5773502691896257,1.3660254037844386,False,BUL,Boxing
1968,2,0.8,0.8366600265340756,2.0549900398011136,False,BUL,Boxing
1972,5,1.6,2.073644135332772,4.710466202999157,True,BUL,Boxing
1976,1,1.8,1.9235384061671346,4.685307609250702,False,BUL,Boxing
1980,4,2.6,1.816590212458495,5.324885318687743,False,BUL,Boxing
1988,5,3.4,1.816590212458495,6.124885318687742,False,BUL,Boxing
1992,3,3.6,1.6733200530681511,6.109980079602227,False,BUL,Boxing
1996,7,4.0,2.23606797749979,7.354101966249685,False,BUL,Boxing
2000,0,3.8,2.588435821108957,7.682653731663435,False,BUL,Boxing
2004,1,3.2,2.8635642126552705,7.495346318982906,False,BUL,Boxing
2008,0,2.2,2.949576240750525,6.624364361125788,False,BUL,Boxing
2012,1,1.8,2.949576240750525,6.2243643611257875,False,BUL,Boxing
2016,0,0.4,0.5477225575051645,1.221583836257747,False,BUL,Boxing
2020,3,1.0,1.2247448713915883,2.8371173070873823,True,BUL,Boxing
2024,1,1.0,1.2247448713915883,2.8371173070873823,False,BUL,Boxing
2020,0,,0.0,,False,BUL,Canoe Sprint
2024,0,0.0,0.0,0.0,False,BUL,Canoe Sprint
1960,0,,0.0,,False,BUL,Canoeing
1964,0,0.0,0.0,0.0,False,BUL,Canoeing
1968,0,0.0,0.0,0.0,False,BUL,Canoeing
1972,2,0.5,1.0,2.0,False,BUL,Canoeing
1976,0,0.4,0.8944271909999159,1.741640786499874,False,BUL,Canoeing
1980,13,3.0,5.656854249492381,11.485281374238571,True,BUL,Canoeing
1988,13,5.6,6.8044103344816,15.8066155017224,True,BUL,Canoeing
1992,8,7.2,6.058052492344384,16.287078738516577,False,BUL,Canoeing
1996,2,7.2,6.058052492344384,16.287078738516577,False,BUL,Canoeing
2000,4,8.0,5.04975246918104,15.574628703771559,False,BUL,Canoeing
2004,0,5.4,5.176871642217915,13.165307463326872,False,BUL,Canoeing
2008,0,2.8,3.3466401061363027,7.819960159204454,False,BUL,Canoeing
2012,0,1.2,1.7888543819998333,3.88328157299975,False,BUL,Canoeing
2016,0,0.8,1.7888543819998335,3.4832815729997506,False,BUL,Canoeing
1924,0,,0.0,,False,BUL,Cycling
1936,0,0.0,0.0,0.0,False,BUL,Cycling
1952,0,0.0,0.0,0.0,False,BUL,Cycling
1960,0,0.0,0.0,0.0,False,BUL,Cycling
1964,0,0.0,0.0,0.0,False,BUL,Cycling
1972,0,0.0,0.0,0.0,False,BUL,Cycling
1976,0,0.0,0.0,0.0,False,BUL,Cycling
1980,0,0.0,0.0,0.0,False,BUL,Cycling
1992,0,0.0,0.0,0.0,False,BUL,Cycling
2004,0,0.0,0.0,0.0,False,BUL,Cycling
2008,0,0.0,0.0,0.0,False,BUL,Cycling
2012,0,0.0,0.0,0.0,False,BUL,Cycling
2016,0,0.0,0.0,0.0,False,BUL,Cycling
1980,0,,0.0,,False,BUL,Diving
1992,0,0.0,0.0,0.0,False,BUL,Diving
1996,0,0.0,0.0,0.0,False,BUL,Diving
1924,0,,0.0,,False,BUL,Equestrianism
1928,0,0.0,0.0,0.0,False,BUL,Equestrianism
1936,0,0.0,0.0,0.0,False,BUL,Equestrianism
1952,0,0.0,0.0,0.0,False,BUL,Equestrianism
1956,0,0.0,0.0,0.0,False,BUL,Equestrianism
1960,0,0.0,0.0,0.0,False,BUL,Equestrianism
1972,0,0.0,0.0,0.0,False,BUL,Equestrianism
1980,6,1.2,2.6832815729997477,5.2249223594996215,True,BUL,Equestrianism
1992,0,1.2,2.6832815729997477,5.2249223594996215,False,BUL,Equestrianism
2000,0,1.2,2.6832815729997477,5.2249223594996215,False,BUL,Equestrianism
2004,0,1.2,2.6832815729997477,5.2249223594996215,False,BUL,Equestrianism
1928,0,,0.0,,False,BUL,Fencing
1936,0,0.0,0.0,0.0,False,BUL,Fencing
1960,0,0.0,0.0,0.0,False,BUL,Fencing
1972,0,0.0,0.0,0.0,False,BUL,Fencing
1976,0,0.0,0.0,0.0,False,BUL,Fencing
1980,0,0.0,0.0,0.0,False,BUL,Fencing
1988,0,0.0,0.0,0.0,False,BUL,Fencing
1996,0,0.0,0.0,0.0,False,BUL,Fencing
2012,0,0.0,0.0,0.0,False,BUL,Fencing
2016,0,0.0,0.0,0.0,False,BUL,Fencing
2024,0,0.0,0.0,0.0,False,BUL,Fencing
1924,0,,0.0,,False,BUL,Football
1952,0,0.0,0.0,0.0,False,BUL,Football
1956,14,4.666666666666667,8.082903768654761,16.79102231964881,True,BUL,Football
1960,0,3.5,7.0,14.0,False,BUL,Football
1968,36,10.0,15.748015748023622,33.622023622035435,True,BUL,Football
1936,0,,0.0,,False,BUL,Gymnastics
1952,0,0.0,0.0,0.0,False,BUL,Gymnastics
1956,0,0.0,0.0,0.0,False,BUL,Gymnastics
1960,1,0.25,0.5,1.0,False,BUL,Gymnastics
1964,0,0.2,0.4472135954999579,0.870820393249937,False,BUL,Gymnastics
1968,0,0.2,0.4472135954999579,0.870820393249937,False,BUL,Gymnastics
1972,0,0.2,0.4472135954999579,0.870820393249937,False,BUL,Gymnastics
1976,0,0.2,0.4472135954999579,0.870820393249937,False,BUL,Gymnastics
1980,4,0.8,1.7888543819998317,3.483281572999748,True,BUL,Gymnastics
1988,4,1.6,2.1908902300206643,4.8863353450309965,False,BUL,Gymnastics
1992,0,1.6,2.1908902300206643,4.8863353450309965,False,BUL,Gymnastics
1996,2,2.0,2.0,5.0,False,BUL,Gymnastics
2000,2,2.4,1.6733200530681511,4.909980079602226,False,BUL,Gymnastics
2004,3,2.2,1.4832396974191324,4.424859546128699,False,BUL,Gymnastics
2008,0,1.4,1.3416407864998738,3.4124611797498106,False,BUL,Gymnastics
2012,0,1.4,1.3416407864998738,3.4124611797498106,False,BUL,Gymnastics
1976,0,,0.0,,False,BUL,Judo
1980,3,1.5,2.1213203435596424,4.681980515339464,False,BUL,Judo
1988,0,1.0,1.7320508075688772,3.598076211353316,False,BUL,Judo
1992,0,0.75,1.5,3.0,False,BUL,Judo
1996,0,0.6,1.3416407864998738,2.6124611797498107,False,BUL,Judo
2000,0,0.6,1.3416407864998738,2.6124611797498107,False,BUL,Judo
2004,1,0.2,0.4472135954999582,0.8708203932499372,True,BUL,Judo
2012,0,0.2,0.4472135954999582,0.8708203932499372,False,BUL,Judo
2016,0,0.2,0.4472135954999582,0.8708203932499372,False,BUL,Judo
2020,0,0.2,0.4472135954999582,0.8708203932499372,False,BUL,Judo
2024,0,0.2,0.4472135954999582,0.8708203932499372,False,BUL,Judo
1968,0,,0.0,,False,BUL,Modern Pentathlon
1972,0,0.0,0.0,0.0,False,BUL,Modern Pentathlon
1976,0,0.0,0.0,0.0,False,BUL,Modern Pentathlon
1980,0,0.0,0.0,0.0,False,BUL,Modern Pentathlon
1992,0,0.0,0.0,0.0,False,BUL,Modern Pentathlon
2000,0,0.0,0.0,0.0,False,BUL,Modern Pentathlon
2016,0,0.0,0.0,0.0,False,BUL,Modern Pentathlon
2024,0,0.0,0.0,0.0,False,BUL,Modern Pentathlon
1988,2,,0.0,,False,BUL,Rhythmic Gymnastics
1992,0,1.0,1.4142135623730951,3.121320343559643,False,BUL,Rhythmic Gymnastics
1996,12,4.666666666666667,6.429100507328637,14.310317427659623,True,BUL,Rhythmic Gymnastics
2000,0,3.5,5.744562646538029,12.116843969807043,False,BUL,Rhythmic Gymnastics
2004,6,4.0,5.0990195135927845,11.648529270389176,False,BUL,Rhythmic Gymnastics
2008,0,3.6,5.366563145999495,11.649844718999242,False,BUL,Rhythmic Gymnastics
2012,0,3.6,5.366563145999495,11.649844718999242,False,BUL,Rhythmic Gymnastics
2016,5,2.2,3.03315017762062,6.74972526643093,False,BUL,Rhythmic Gymnastics
2020,15,5.2,6.1400325732035,14.41004885980525,True,BUL,Rhythmic Gymnastics
2024,2,4.4,6.268971207462991,13.803456811194488,False,BUL,Rhythmic Gymnastics
1968,0,,0.0,,False,BUL,Rowing
1972,0,0.0,0.0,0.0,False,BUL,Rowing
1976,22,7.333333333333333,12.701705922171767,26.38589221659098,True,BUL,Rowing
1980,21,10.75,12.419742348374221,29.379613522561332,True,BUL,Rowing
1988,7,10.0,10.88577052853862,26.32865579280793,False,BUL,Rowing
1992,0,10.0,10.88577052853862,26.32865579280793,False,BUL,Rowing
1996,0,10.0,10.88577052853862,26.32865579280793,False,BUL,Rowing
2000,2,6.0,8.860022573334675,19.290033860002012,False,BUL,Rowing
2004,2,2.2,2.8635642126552705,6.495346318982906,False,BUL,Rowing
2008,3,1.4,1.3416407864998738,3.4124611797498106,False,BUL,Rowing
2016,0,1.4,1.3416407864998738,3.4124611797498106,False,BUL,Rowing
2024,0,1.4,1.3416407864998738,3.4124611797498106,False,BUL,Rowing
1980,0,,0.0,,False,BUL,Sailing
2000,0,0.0,0.0,0.0,False,BUL,Sailing
2004,0,0.0,0.0,0.0,False,BUL,Sailing
2008,0,0.0,0.0,0.0,False,BUL,Sailing
2012,0,0.0,0.0,0.0,False,BUL,Sailing
1936,0,,0.0,,False,BUL,Shooting
1952,0,0.0,0.0,0.0,False,BUL,Shooting
1960,0,0.0,0.0,0.0,False,BUL,Shooting
1964,2,0.5,1.0,2.0,False,BUL,Shooting
1968,0,0.4,0.8944271909999159,1.741640786499874,False,BUL,Shooting
1972,0,0.4,0.8944271909999159,1.741640786499874,False,BUL,Shooting
1976,0,0.4,0.8944271909999159,1.741640786499874,False,BUL,Shooting
1980,2,0.8,1.0954451150103321,2.4431676725154983,False,BUL,Shooting
1988,5,1.4,2.1908902300206643,4.686335345030996,True,BUL,Shooting
1992,5,2.4,2.5099800796022267,6.16497011940334,False,BUL,Shooting
1996,6,3.6,2.5099800796022267,7.36497011940334,False,BUL,Shooting
2000,6,4.8,1.6431676725154987,7.264751508773248,False,BUL,Shooting
2004,4,5.2,0.8366600265340763,6.454990039801115,False,BUL,Shooting
2008,0,4.2,2.489979919597747,7.93496987939662,False,BUL,Shooting
2012,0,3.2,3.0331501776206204,7.749725266430931,False,BUL,Shooting
2016,0,2.0,2.8284271247461903,6.242640687119286,False,BUL,Shooting
2020,2,1.2,1.7888543819998324,3.8832815729997483,False,BUL,Shooting
2024,0,0.4,0.8944271909999172,1.7416407864998757,False,BUL,Shooting
1968,0,,0.0,,False,BUL,Swimming
1972,0,0.0,0.0,0.0,False,BUL,Swimming
1976,0,0.0,0.0,0.0,False,BUL,Swimming
1980,0,0.0,0.0,0.0,False,BUL,Swimming
1988,6,1.2,2.6832815729997477,5.2249223594996215,True,BUL,Swimming
1992,0,1.2,2.6832815729997477,5.2249223594996215,False,BUL,Swimming
1996,0,1.2,2.6832815729997477,5.2249223594996215,False,BUL,Swimming
2000,0,1.2,2.6832815729997477,5.2249223594996215,False,BUL,Swimming
2004,0,1.2,2.6832815729997477,5.2249223594996215,False,BUL,Swimming
2008,0,0.0,0.0,0.0,False,BUL,Swimming
2012,0,0.0,0.0,0.0,False,BUL,Swimming
2016,0,0.0,0.0,0.0,False,BUL,Swimming
2020,0,0.0,0.0,0.0,False,BUL,Swimming
2024,0,0.0,0.0,0.0,False,BUL,Swimming
1988,0,,0.0,,False,BUL,Table Tennis
1992,0,0.0,0.0,0.0,False,BUL,Table Tennis
2020,0,0.0,0.0,0.0,False,BUL,Table Tennis
1988,1,,0.0,,False,BUL,Tennis
1992,0,0.5,0.7071067811865476,1.5606601717798214,False,BUL,Tennis
1996,0,0.3333333333333333,0.5773502691896258,1.199358737117772,False,BUL,Tennis
2004,0,0.25,0.5,1.0,False,BUL,Tennis
2008,0,0.2,0.447213595499958,0.870820393249937,False,BUL,Tennis
2012,0,0.0,0.0,0.0,False,BUL,Tennis
2016,0,0.0,0.0,0.0,False,BUL,Tennis
2024,0,0.0,0.0,0.0,False,BUL,Tennis
1964,0,,0.0,,False,BUL,Volleyball
1968,0,0.0,0.0,0.0,False,BUL,Volleyball
1972,0,0.0,0.0,0.0,False,BUL,Volleyball
1980,34,8.5,17.0,34.0,True,BUL,Volleyball
1988,0,6.8,15.20526224699857,29.607893370497855,False,BUL,Volleyball
1996,0,6.8,15.20526224699857,29.607893370497855,False,BUL,Volleyball
2008,0,6.8,15.20526224699857,29.607893370497855,False,BUL,Volleyball
2012,0,6.8,15.20526224699857,29.607893370497855,False,BUL,Volleyball
1972,0,,0.0,,False,BUL,Water Polo
1980,0,0.0,0.0,0.0,False,BUL,Water Polo
1956,0,,0.0,,False,BUL,Weightlifting
1960,0,0.0,0.0,0.0,False,BUL,Weightlifting
1964,0,0.0,0.0,0.0,False,BUL,Weightlifting
1968,0,0.0,0.0,0.0,False,BUL,Weightlifting
1972,15,3.0,6.708203932499369,13.062305898749054,True,BUL,Weightlifting
1976,13,5.6,7.700649323271382,17.150973984907075,True,BUL,Weightlifting
1980,16,8.8,8.105553651663778,20.958330477495668,True,BUL,Weightlifting
1988,9,10.6,6.5038450166036395,20.35576752490546,False,BUL,Weightlifting
1992,8,12.2,3.5637059362410923,17.545558904361638,False,BUL,Weightlifting
1996,4,10.0,4.636809247747852,16.95521387162178,False,BUL,Weightlifting
2000,7,8.8,4.43846820423443,15.457702306351646,False,BUL,Weightlifting
2004,4,6.4,2.302172886644268,9.853259329966402,False,BUL,Weightlifting
2012,0,4.6,3.1304951684997055,9.295742752749558,False,BUL,Weightlifting
2020,0,3.0,3.0,7.5,False,BUL,Weightlifting
2024,4,3.0,3.0,7.5,False,BUL,Weightlifting
1956,9,,0.0,,False,BUL,Wrestling
1960,11,10.0,1.4142135623730951,12.121320343559642,False,BUL,Wrestling
1964,18,12.666666666666666,4.725815626252609,19.75539010604558,True,BUL,Wrestling
1968,13,12.75,3.862210075418823,18.543315113128234,False,BUL,Wrestling
1972,16,13.4,3.646916505762094,18.87037475864314,False,BUL,Wrestling
1976,12,14.0,2.9154759474226504,18.373213921133974,False,BUL,Wrestling
1980,20,15.8,3.3466401061363023,20.819960159204456,False,BUL,Wrestling
1988,14,15.0,3.1622776601683795,19.74341649025257,False,BUL,Wrestling
1992,3,13.0,6.324555320336759,22.486832980505138,False,BUL,Wrestling
1996,3,10.4,7.368853370776216,21.453280056164324,False,BUL,Wrestling
2000,5,9.0,7.648529270389178,20.472793905583767,False,BUL,Wrestling
2004,1,5.2,5.118593556827891,12.877890335241837,False,BUL,Wrestling
2008,5,3.4,1.67332005306815,5.909980079602224,False,BUL,Wrestling
2012,2,3.2,1.7888543819998308,5.8832815729997465,False,BUL,Wrestling
2016,1,2.8,2.049390153191919,5.8740852297878785,False,BUL,Wrestling
2020,2,2.2,1.6431676725154973,4.6647515087732465,False,BUL,Wrestling
2024,6,3.2,2.167948338867879,6.451922508301819,False,BUL,Wrestling
1972,0,,0.0,,False,BUR,Athletics
1988,0,0.0,0.0,0.0,False,BUR,Athletics
1992,0,0.0,0.0,0.0,False,BUR,Athletics
1996,0,0.0,0.0,0.0,False,BUR,Athletics
2000,0,0.0,0.0,0.0,False,BUR,Athletics
2004,0,0.0,0.0,0.0,False,BUR,Athletics
2008,0,0.0,0.0,0.0,False,BUR,Athletics
2012,0,0.0,0.0,0.0,False,BUR,Athletics
2016,0,0.0,0.0,0.0,False,BUR,Athletics
2020,1,0.2,0.4472135954999579,0.870820393249937,True,BUR,Athletics
2024,0,0.2,0.4472135954999579,0.870820393249937,False,BUR,Athletics
1988,0,,0.0,,False,BUR,Boxing
1996,0,0.0,0.0,0.0,False,BUR,Boxing
2000,0,0.0,0.0,0.0,False,BUR,Boxing
2020,0,,0.0,,False,BUR,Cycling Road
2024,0,0.0,0.0,0.0,False,BUR,Cycling Road
1992,0,,0.0,,False,BUR,Judo
2000,0,0.0,0.0,0.0,False,BUR,Judo
2004,0,0.0,0.0,0.0,False,BUR,Judo
2008,0,0.0,0.0,0.0,False,BUR,Judo
2012,0,0.0,0.0,0.0,False,BUR,Judo
2016,0,0.0,0.0,0.0,False,BUR,Judo
2020,0,0.0,0.0,0.0,False,BUR,Judo
2024,0,0.0,0.0,0.0,False,BUR,Judo
2004,0,,0.0,,False,BUR,Swimming
2008,0,0.0,0.0,0.0,False,BUR,Swimming
2012,0,0.0,0.0,0.0,False,BUR,Swimming
2016,0,0.0,0.0,0.0,False,BUR,Swimming
2020,0,0.0,0.0,0.0,False,BUR,Swimming
2024,0,0.0,0.0,0.0,False,BUR,Swimming
2020,0,,0.0,,False,BUR,Taekwondo
2024,0,0.0,0.0,0.0,False,BUR,Taekwondo
1968,0,,0.0,,False,CAF,Athletics
1984,0,0.0,0.0,0.0,False,CAF,Athletics
1988,0,0.0,0.0,0.0,False,CAF,Athletics
1992,0,0.0,0.0,0.0,False,CAF,Athletics
1996,0,0.0,0.0,0.0,False,CAF,Athletics
2000,0,0.0,0.0,0.0,False,CAF,Athletics
2004,0,0.0,0.0,0.0,False,CAF,Athletics
2008,0,0.0,0.0,0.0,False,CAF,Athletics
2012,0,0.0,0.0,0.0,False,CAF,Athletics
2016,0,0.0,0.0,0.0,False,CAF,Athletics
2020,0,0.0,0.0,0.0,False,CAF,Athletics
2024,0,0.0,0.0,0.0,False,CAF,Athletics
1984,0,,0.0,,False,CAF,Boxing
1988,0,0.0,0.0,0.0,False,CAF,Boxing
2008,0,0.0,0.0,0.0,False,CAF,Boxing
2016,0,0.0,0.0,0.0,False,CAF,Boxing
1992,0,,0.0,,False,CAF,Judo
2004,0,0.0,0.0,0.0,False,CAF,Judo
2024,0,0.0,0.0,0.0,False,CAF,Judo
2012,0,,0.0,,False,CAF,Swimming
2016,0,0.0,0.0,0.0,False,CAF,Swimming
2020,0,0.0,0.0,0.0,False,CAF,Swimming
2024,0,0.0,0.0,0.0,False,CAF,Swimming
2004,0,,0.0,,False,CAF,Taekwondo
2012,0,0.0,0.0,0.0,False,CAF,Taekwondo
2016,0,0.0,0.0,0.0,False,CAF,Taekwondo
1972,0,,0.0,,False,CAM,Athletics
1996,0,0.0,0.0,0.0,False,CAM,Athletics
2000,0,0.0,0.0,0.0,False,CAM,Athletics
2004,0,0.0,0.0,0.0,False,CAM,Athletics
2008,0,0.0,0.0,0.0,False,CAM,Athletics
2012,0,0.0,0.0,0.0,False,CAM,Athletics
2016,0,0.0,0.0,0.0,False,CAM,Athletics
2020,0,0.0,0.0,0.0,False,CAM,Athletics
2024,0,0.0,0.0,0.0,False,CAM,Athletics
1964,0,,0.0,,False,CAM,Boxing
1972,0,0.0,0.0,0.0,False,CAM,Boxing
1972,0,,0.0,,False,CAM,Swimming
1996,0,0.0,0.0,0.0,False,CAM,Swimming
2000,0,0.0,0.0,0.0,False,CAM,Swimming
2004,0,0.0,0.0,0.0,False,CAM,Swimming
2008,0,0.0,0.0,0.0,False,CAM,Swimming
2012,0,0.0,0.0,0.0,False,CAM,Swimming
2016,0,0.0,0.0,0.0,False,CAM,Swimming
2020,0,0.0,0.0,0.0,False,CAM,Swimming
2024,0,0.0,0.0,0.0,False,CAM,Swimming
2012,0,,0.0,,False,CAM,Taekwondo
2016,0,0.0,0.0,0.0,False,CAM,Taekwondo
1996,0,,0.0,,False,CAM,Wrestling
2016,0,0.0,0.0,0.0,False,CAM,Wrestling
1972,0,,0.0,,False,CAN,Archery
1976,0,0.0,0.0,0.0,False,CAN,Archery
1984,0,0.0,0.0,0.0,False,CAN,Archery
1988,0,0.0,0.0,0.0,False,CAN,Archery
1992,0,0.0,0.0,0.0,False,CAN,Archery
1996,0,0.0,0.0,0.0,False,CAN,Archery
2000,0,0.0,0.0,0.0,False,CAN,Archery
2004,0,0.0,0.0,0.0,False,CAN,Archery
2008,0,0.0,0.0,0.0,False,CAN,Archery
2012,0,0.0,0.0,0.0,False,CAN,Archery
2016,0,0.0,0.0,0.0,False,CAN,Archery
2020,0,0.0,0.0,0.0,False,CAN,Archery
2024,0,0.0,0.0,0.0,False,CAN,Archery
1912,0,,0.0,,False,CAN,Art Competitions
1928,0,0.0,0.0,0.0,False,CAN,Art Competitions
1932,1,0.3333333333333333,0.5773502691896258,1.199358737117772,False,CAN,Art Competitions
1936,0,0.25,0.5,1.0,False,CAN,Art Competitions
1948,2,0.6,0.8944271909999159,1.9416407864998737,True,CAN,Art Competitions
2020,0,,0.0,,False,CAN,Artistic Gymnastics
2024,0,0.0,0.0,0.0,False,CAN,Artistic Gymnastics
2020,0,,0.0,,False,CAN,Artistic Swimming
2024,0,0.0,0.0,0.0,False,CAN,Artistic Swimming
1900,4,,0.0,,False,CAN,Athletics
1904,3,3.5,0.7071067811865476,4.560660171779821,False,CAN,Athletics
1908,9,5.333333333333333,3.2145502536643185,10.15515871382981,False,CAN,Athletics
1912,9,6.25,3.2015621187164243,11.052343178074636,False,CAN,Athletics
1920,3,5.6,3.1304951684997055,10.295742752749558,False,CAN,Athletics
1924,0,4.8,4.024922359499621,10.837383539249432,False,CAN,Athletics
1928,30,10.2,11.734564329364767,27.80184649404715,True,CAN,Athletics
1932,23,13.0,12.98075498574717,32.47113247862076,True,CAN,Athletics
1936,8,12.8,13.065221008463652,32.397831512695475,False,CAN,Athletics
1948,4,13.0,12.884098726725126,32.326148090087685,False,CAN,Athletics
1952,0,13.0,12.884098726725126,32.326148090087685,False,CAN,Athletics
1956,0,7.0,9.539392014169456,21.309088021254183,False,CAN,Athletics
1960,0,2.4,3.5777087639996634,7.766563145999495,False,CAN,Athletics
1964,3,1.4,1.9493588689617931,4.3240383034426895,False,CAN,Athletics
1968,0,0.6,1.3416407864998743,2.6124611797498116,False,CAN,Athletics
1972,0,0.6,1.3416407864998743,2.6124611797498116,False,CAN,Athletics
1976,2,1.0,1.4142135623730956,3.1213203435596433,False,CAN,Athletics
1984,24,5.8,10.256705123966467,21.1850576859497,True,CAN,Athletics
1988,1,5.4,10.430723848324238,21.046085772486357,False,CAN,Athletics
1992,6,6.6,9.989994994993742,21.584992492490613,False,CAN,Athletics
1996,18,10.2,10.256705123966467,25.5850576859497,True,CAN,Athletics
2000,0,9.8,10.686440005914037,25.829660008871056,False,CAN,Athletics
2004,0,5.0,7.681145747868609,16.52171862180291,False,CAN,Athletics
2008,2,5.2,7.563068160475615,16.544602240713424,False,CAN,Athletics
2012,1,4.2,7.75886589650833,15.838298844762495,False,CAN,Athletics
2016,13,3.2,5.540758070878028,11.511137106317044,True,CAN,Athletics
2020,17,6.6,7.829431652425353,18.34414747863803,True,CAN,Athletics
2024,27,12.0,10.862780491200214,28.29417073680032,True,CAN,Athletics
1992,0,,0.0,,False,CAN,Badminton
1996,0,0.0,0.0,0.0,False,CAN,Badminton
2000,0,0.0,0.0,0.0,False,CAN,Badminton
2004,0,0.0,0.0,0.0,False,CAN,Badminton
2008,0,0.0,0.0,0.0,False,CAN,Badminton
2012,0,0.0,0.0,0.0,False,CAN,Badminton
2016,0,0.0,0.0,0.0,False,CAN,Badminton
2020,0,0.0,0.0,0.0,False,CAN,Badminton
2024,0,0.0,0.0,0.0,False,CAN,Badminton
2004,0,,0.0,,False,CAN,Baseball
2008,0,0.0,0.0,0.0,False,CAN,Baseball
1936,18,,0.0,,False,CAN,Basketball
1948,0,9.0,12.727922061357855,28.09188309203678,False,CAN,Basketball
1952,0,6.0,10.392304845413264,21.588457268119896,False,CAN,Basketball
1956,0,4.5,9.0,18.0,False,CAN,Basketball
1964,0,3.6,8.049844718999243,15.674767078498864,False,CAN,Basketball
1976,0,0.0,0.0,0.0,False,CAN,Basketball
1984,0,0.0,0.0,0.0,False,CAN,Basketball
1988,0,0.0,0.0,0.0,False,CAN,Basketball
1996,0,0.0,0.0,0.0,False,CAN,Basketball
2000,0,0.0,0.0,0.0,False,CAN,Basketball
2012,0,0.0,0.0,0.0,False,CAN,Basketball
2016,0,0.0,0.0,0.0,False,CAN,Basketball
2020,0,0.0,0.0,0.0,False,CAN,Basketball
2024,0,0.0,0.0,0.0,False,CAN,Basketball
1996,2,,0.0,,False,CAN,Beach Volleyball
2000,0,1.0,1.4142135623730951,3.121320343559643,False,CAN,Beach Volleyball
2004,0,0.6666666666666666,1.1547005383792517,2.398717474235544,False,CAN,Beach Volleyball
2012,0,0.5,1.0,2.0,False,CAN,Beach Volleyball
2016,0,0.4,0.894427190999916,1.741640786499874,False,CAN,Beach Volleyball
2020,0,0.0,0.0,0.0,False,CAN,Beach Volleyball
2024,4,0.8,1.7888543819998317,3.483281572999748,True,CAN,Beach Volleyball
1920,9,,0.0,,False,CAN,Boxing
1924,1,5.0,5.656854249492381,13.485281374238571,False,CAN,Boxing
1928,1,3.6666666666666665,4.618802153517007,10.594869896942177,False,CAN,Boxing
1932,3,3.5,3.785938897200183,9.178908345800274,False,CAN,Boxing
1936,0,2.8,3.6331804249169903,8.249770637375486,False,CAN,Boxing
1948,0,1.0,1.224744871391589,2.837117307087383,False,CAN,Boxing
1952,0,0.8,1.3038404810405297,2.7557607215607947,False,CAN,Boxing
1956,0,0.6,1.3416407864998738,2.6124611797498107,False,CAN,Boxing
1960,0,0.0,0.0,0.0,False,CAN,Boxing
1964,0,0.0,0.0,0.0,False,CAN,Boxing
1968,0,0.0,0.0,0.0,False,CAN,Boxing
1972,0,0.0,0.0,0.0,False,CAN,Boxing
1976,0,0.0,0.0,0.0,False,CAN,Boxing
